word,count,str_sandhi_rachana
असून,111,अ + स + ू + न् + अ
असूनही,1,अ + स + ू + न् + अ + ह + ी
असे,279,अ + स + े
असेच,2,अ + स + े + च् + अ
असेदेखील,1,अ + स + े + द + े + ख + ी + ल् + अ
असेल,6,अ + स + े + ल् + अ
असेसमेंट,1,अ + स + े + स् + अ + म + े + ं + ट् + अ
असेही,62,अ + स + े + ह + ी
असोत,2,अ + स + ो + त् + अ
असोसिएशन,2,अ + स + ो + स + ि + ए + श् + अ + न् + अ
असोसिएशनचे,1,अ + स + ो + स + ि + ए + श् + अ + न् + अ + च + े
अस्तित्वच,1,अ + स् + त + ि + त् + व् + अ + च् + अ
अस्त्रे,1,अ + स् + त् + र + े
अस्थिर,2,अ + स् + थ + ि + र् + अ
अस्थिरता,1,अ + स् + थ + ि + र् + अ + त + ा
अस्वस्थ,1,अ + स् + व् + अ + स् + थ् + अ
अस्वास्थ्य,1,अ + स् + व + ा + स् + थ् + य् + अ
अस्वीकारार्ह,2,अ + स् + व + ी + क + ा + र + ा + र् + ह् + अ
अहम,1,अ + ह् + अ + म् + अ
अहमद,9,अ + ह् + अ + म् + अ + द् + अ
अहमदाबाद,2,अ + ह् + अ + म् + अ + द + ा + ब + ा + द् + अ
अहमदाबादमध्ये,2,अ + ह् + अ + म् + अ + द + ा + ब + ा + द् + अ + म् + अ + ध् + य + े
अहरर,2,अ + ह् + अ + र् + अ + र् + अ
अहवाल,9,अ + ह् + अ + व + ा + ल् + अ
अहवालही,1,अ + ह् + अ + व + ा + ल् + अ + ह + ी
अहवालात,4,अ + ह् + अ + व + ा + ल + ा + त् + अ
अहवालाबद्दल,2,अ + ह् + अ + व + ा + ल + ा + ब् + अ + द् + द् + अ + ल् + अ
अहिंसेच,1,अ + ह + ि + ं + स + े + च् + अ
अहोरात्र,2,अ + ह + ो + र + ा + त् + र् + अ
अॅक्ट,2,अ + ॅ + क् + ट् + अ
अॅग्रीमेंट,1,अ + ॅ + ग् + र + ी + म + े + ं + ट् + अ
अॅजेंडा,1,अ + ॅ + ज + े + ं + ड + ा
अॅटर्नी,1,अ + ॅ + ट् + अ + र् + न + ी
अॅडव्हान्सड,1,अ + ॅ + ड् + अ + व् + ह + ा + न् + स् + अ + ड् + अ
अॅण्ड,1,अ + ॅ + ण् + ड् + अ
अॅनास्टान्सिएडेस,1,अ + ॅ + न + ा + स् + ट + ा + न् + स + ि + ए + ड + े + स् + अ
अॅशटन,4,अ + ॅ + श् + अ + ट् + अ + न् + अ
अॅश्टन,3,अ + ॅ + श् + ट् + अ + न् + अ
आ,7,आ
आँग,4,आ + ँ + ग् + अ
आंतरराष्ट्रीय,15,आ + ं + त् + अ + र् + अ + र + ा + ष् + ट् + र + ी + य् + अ
आंदोल,1,आ + ं + द + ो + ल् + अ
आंदोलनाचा,1,आ + ं + द + ो + ल् + अ + न + ा + च + ा
आंदोलनाच्या,1,आ + ं + द + ो + ल् + अ + न + ा + च् + य + ा
आंदोलनादरम्यान,1,आ + ं + द + ो + ल् + अ + न + ा + द् + अ + र् + अ + म् + य + ा + न् + अ
आंध्र,1,आ + ं + ध् + र् + अ
आंबेडकर,32,आ + ं + ब + े + ड् + अ + क् + अ + र् + अ
आंबेडकरांची,2,आ + ं + ब + े + ड् + अ + क् + अ + र + ा + ं + च + ी
आंबेडकरांचे,1,आ + ं + ब + े + ड् + अ + क् + अ + र + ा + ं + च + े
आंबेडकरांच्या,5,आ + ं + ब + े + ड् + अ + क् + अ + र + ा + ं + च् + य + ा
आंबेडकरांना,3,आ + ं + ब + े + ड् + अ + क् + अ + र + ा + ं + न + ा
आंबेडकरांनी,7,आ + ं + ब + े + ड् + अ + क् + अ + र + ा + ं + न + ी
आंबेडकरांपासून,1,आ + ं + ब + े + ड् + अ + क् + अ + र + ा + ं + प + ा + स + ू + न् + अ
आंबेडकरांशी,1,आ + ं + ब + े + ड् + अ + क् + अ + र + ा + ं + श + ी
आइसलँडचे,2,आ + इ + स् + अ + ल + ँ + ड् + अ + च + े
आइसलँडच्या,1,आ + इ + स् + अ + ल + ँ + ड् + अ + च् + य + ा
आई,3,आ + ई
आईला,1,आ + ई + ल + ा
आईशी,1,आ + ई + श + ी
आकडे,1,आ + क् + अ + ड + े
आकडेवारीनुसार,1,आ + क् + अ + ड + े + व + ा + र + ी + न + ु + स + ा + र् + अ
आकर्षित,2,आ + क् + अ + र् + ष + ि + त् + अ
आक्रमक,3,आ + क् + र् + अ + म् + अ + क् + अ
आक्रमण,1,आ + क् + र् + अ + म् + अ + ण् + अ
आक्षेप,1,आ + क् + ष + े + प् + अ
आखणी,4,आ + ख् + अ + ण + ी
आखली,2,आ + ख् + अ + ल + ी
आखाताला,1,आ + ख + ा + त + ा + ल + ा
आग,2,आ + ग् + अ
आगमन,5,आ + ग् + अ + म् + अ + न् + अ
आगमनानंतर,1,आ + ग् + अ + म् + अ + न + ा + न + ं + त् + अ + र् + अ
आगाऊ,1,आ + ग + ा + ऊ
आगामी,3,आ + ग + ा + म + ी
आगीनंतर,1,आ + ग + ी + न + ं + त् + अ + र् + अ
आग्नेय,2,आ + ग् + न + े + य् + अ
आग्रह,2,आ + ग् + र् + अ + ह् + अ
आग्रही,1,आ + ग् + र् + अ + ह + ी
आघाडी,11,आ + घ + ा + ड + ी
आघाडीचे,7,आ + घ + ा + ड + ी + च + े
आघाडीच्या,5,आ + घ + ा + ड + ी + च् + य + ा
आघाडीत,3,आ + घ + ा + ड + ी + त् + अ
आघाडीतून,1,आ + घ + ा + ड + ी + त + ू + न् + अ
आघाडीला,2,आ + घ + ा + ड + ी + ल + ा
आघाडीवर,4,आ + घ + ा + ड + ी + व् + अ + र् + अ
आघाडीशी,1,आ + घ + ा + ड + ी + श + ी
आघाडीसोबत,2,आ + घ + ा + ड + ी + स + ो + ब् + अ + त् + अ
आचारसंहिता,1,आ + च + ा + र् + अ + स + ं + ह + ि + त + ा
आचारसंहितेचा,3,आ + च + ा + र् + अ + स + ं + ह + ि + त + े + च + ा
आचारसंहितेचे,2,आ + च + ा + र् + अ + स + ं + ह + ि + त + े + च + े
आज,17,आ + ज् + अ
आजची,1,आ + ज् + अ + च + ी
आजच्या,4,आ + ज् + अ + च् + य + ा
आजपर्यंत,1,आ + ज् + अ + प् + अ + र् + य + ं + त् + अ
आजपासून,6,आ + ज् + अ + प + ा + स + ू + न् + अ
आजमावत,2,आ + ज् + अ + म + ा + व् + अ + त् + अ
आजमितीला,2,आ + ज् + अ + म + ि + त + ी + ल + ा
आजवर,1,आ + ज् + अ + व् + अ + र् + अ
आजही,1,आ + ज् + अ + ह + ी
आजुबाजूच्या,1,आ + ज + ु + ब + ा + ज + ू + च् + य + ा
आझम,1,आ + झ् + अ + म् + अ
आझाद,7,आ + झ + ा + द् + अ
आझादीच्या,1,आ + झ + ा + द + ी + च् + य + ा
आटपणे,1,आ + ट् + अ + प् + अ + ण + े
आटोपून,1,आ + ट + ो + प + ू + न् + अ
आठ,7,आ + ठ् + अ
आठवडांची,1,आ + ठ् + अ + व् + अ + ड + ा + ं + च + ी
आठवडांत,1,आ + ठ् + अ + व् + अ + ड + ा + ं + त् + अ
आठवडांमध्ये,1,आ + ठ् + अ + व् + अ + ड + ा + ं + म् + अ + ध् + य + े
आठवडाअखेर,1,आ + ठ् + अ + व् + अ + ड + ा + अ + ख + े + र् + अ
आठवडात,7,आ + ठ् + अ + व् + अ + ड + ा + त् + अ
आठवडापासून,1,आ + ठ् + अ + व् + अ + ड + ा + प + ा + स + ू + न् + अ
आठवडाभरापूर्वी,1,आ + ठ् + अ + व् + अ + ड + ा + भ् + अ + र + ा + प + ू + र् + व + ी
आठवड्यात,4,आ + ठ् + अ + व् + अ + ड् + य + ा + त् + अ
आठवण,2,आ + ठ् + अ + व् + अ + ण् + अ
आठवले,1,आ + ठ् + अ + व् + अ + ल + े
आठवे,1,आ + ठ् + अ + व + े
आढळल,2,आ + ढ् + अ + ळ् + अ + ल् + अ
आढळले,3,आ + ढ् + अ + ळ् + अ + ल + े
आढळलेल्या,1,आ + ढ् + अ + ळ् + अ + ल + े + ल् + य + ा
आढळल्यानंतर,1,आ + ढ् + अ + ळ् + अ + ल् + य + ा + न + ं + त् + अ + र् + अ
आढावा,4,आ + ढ + ा + व + ा
आणखी,15,आ + ण् + अ + ख + ी
आणणारी,1,आ + ण् + अ + ण + ा + र + ी
आणणा्या,1,आ + ण् + अ + ण + ा् + य + ा
आणणे,1,आ + ण् + अ + ण + े
आणण्याचा,3,आ + ण् + अ + ण् + य + ा + च + ा
आणण्याची,3,आ + ण् + अ + ण् + य + ा + च + ी
आणण्याचे,1,आ + ण् + अ + ण् + य + ा + च + े
आणण्याच्या,6,आ + ण् + अ + ण् + य + ा + च् + य + ा
आणण्यात,1,आ + ण् + अ + ण् + य + ा + त् + अ
आणण्याबाबत,2,आ + ण् + अ + ण् + य + ा + ब + ा + ब् + अ + त् + अ
आणण्यास,1,आ + ण् + अ + ण् + य + ा + स् + अ
आणण्यासाठी,3,आ + ण् + अ + ण् + य + ा + स + ा + ठ + ी
आणल,3,आ + ण् + अ + ल् + अ
आणला,1,आ + ण् + अ + ल + ा
आणली,3,आ + ण् + अ + ल + ी
आणले,1,आ + ण् + अ + ल + े
आणल्याची,2,आ + ण् + अ + ल् + य + ा + च + ी
आणल्याच्या,1,आ + ण् + अ + ल् + य + ा + च् + य + ा
आणि,350,आ + ण + ि
आणीबाणी,3,आ + ण + ी + ब + ा + ण + ी
आणू,2,आ + ण + ू
आणून,3,आ + ण + ू + न् + अ
आणे,2,आ + ण + े
आणेल,2,आ + ण + े + ल् + अ
आण्विक,16,आ + ण् + व + ि + क् + अ
आतषबाजी,1,आ + त् + अ + ष् + अ + ब + ा + ज + ी
आतषबाजीनंतर,1,आ + त् + अ + ष् + अ + ब + ा + ज + ी + न + ं + त् + अ + र् + अ
आतषबाजीबाबत,1,आ + त् + अ + ष् + अ + ब + ा + ज + ी + ब + ा + ब् + अ + त् + अ
आतषबाजीवर,2,आ + त् + अ + ष् + अ + ब + ा + ज + ी + व् + अ + र् + अ
आतषबाजीस,1,आ + त् + अ + ष् + अ + ब + ा + ज + ी + स् + अ
आता,65,आ + त + ा
आताच्या,2,आ + त + ा + च् + य + ा
आतापर्यंत,6,आ + त + ा + प् + अ + र् + य + ं + त् + अ
आतापासूनच,1,आ + त + ा + प + ा + स + ू + न् + अ + च् + अ
